scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Laboea strobila	Lohmann, 1908	Species	101264	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101264	Laboea	101190	accepted	101264	Laboea strobila	Lohmann, 1908	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Tontoniidae	Laboea	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Tontoniidae - [Genus] Laboea - [Species] Laboea strobila
Strombidium sulcatum	ClaparËde & Lachmann, 1859	Species	101335	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101335	Strombidium	101195	accepted	101335	Strombidium sulcatum	ClaparËde & Lachmann, 1859	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium - [Species] Strombidium sulcatum
Strombidium vestitum	(Leegaard, 1915) Kahl, 1932	Species	101342	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101342	Strombidium	101195	accepted	101342	Strombidium vestitum	(Leegaard, 1915) Kahl, 1932	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium - [Species] Strombidium vestitum
Caprellidae	Leach, 1814	Family	101361	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101361	Caprelloidea	196121	accepted	101361	Caprellidae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Caprelloidea - [Family] Caprellidae
Ampeliscidae	Kr¯yer, 1842	Family	101364	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101364	Synopioidea	1055693	accepted	101364	Ampeliscidae	Kr¯yer, 1842	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae
Amphilochidae	Boeck, 1871	Family	101365	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101365	Amphilochoidea	1055688	accepted	101365	Amphilochidae	Boeck, 1871	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Amphilochidira - [Superfamily] Amphilochoidea - [Family] Amphilochidae
Aoridae	Stebbing, 1899	Family	101368	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101368	Aoroidea	716532	accepted	101368	Aoridae	Stebbing, 1899	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Aoroidea - [Family] Aoridae
Corophiidae	Leach, 1814	Family	101376	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101376	Corophioidea	716535	accepted	101376	Corophiidae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Corophioidea - [Family] Corophiidae
Gammaridae	Leach, 1814	Family	101383	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101383	Gammaroidea	720708	accepted	101383	Gammaridae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Gammarida - [Parvorder] Gammaridira - [Superfamily] Gammaroidea - [Family] Gammaridae
Haustoriidae	Stebbing, 1906	Family	101384	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101384	Haustorioidea	1055695	accepted	101384	Haustoriidae	Stebbing, 1906	Animalia	Arthropoda	Malacostraca	Amphipoda	Haustoriidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Haustoriidira - [Superfamily] Haustorioidea - [Family] Haustoriidae
Isaeidae	Dana, 1852	Family	101388	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101388	Isaeoidea	716956	accepted	101388	Isaeidae	Dana, 1852	Animalia	Arthropoda	Malacostraca	Amphipoda	Isaeidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Isaeoidea - [Family] Isaeidae
Ischyroceridae	Stebbing, 1899	Family	101389	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101389	Photoidea	716961	accepted	101389	Ischyroceridae	Stebbing, 1899	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Photoidea - [Family] Ischyroceridae
Lysianassidae	Dana, 1849	Family	101395	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101395	Lysianassoidea	176788	accepted	101395	Lysianassidae	Dana, 1849	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Lysianassidira - [Superfamily] Lysianassoidea - [Family] Lysianassidae
Melitidae	Bousfield, 1973	Family	101397	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101397	Hadzioidea	719496	accepted	101397	Melitidae	Bousfield, 1973	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Hadziida - [Parvorder] Hadziidira - [Superfamily] Hadzioidea - [Family] Melitidae
Oedicerotidae	Lilljeborg, 1865	Family	101400	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101400	Oedicerotoidea	1055683	accepted	101400	Oedicerotidae	Lilljeborg, 1865	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Oedicerotidira - [Superfamily] Oedicerotoidea - [Family] Oedicerotidae
Phoxocephalidae	G.O. Sars, 1891	Family	101403	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101403	Haustorioidea	1055695	accepted	101403	Phoxocephalidae	G.O. Sars, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Haustoriidira - [Superfamily] Haustorioidea - [Family] Phoxocephalidae
Pleustidae	Buchholz, 1874	Family	101404	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101404	Amphilochoidea	1055688	accepted	101404	Pleustidae	Buchholz, 1874	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Amphilochidira - [Superfamily] Amphilochoidea - [Family] Pleustidae
Podoceridae	Leach, 1814	Family	101405	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101405	Caprelloidea	196121	accepted	101405	Podoceridae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Podoceridae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Caprelloidea - [Family] Podoceridae
Stegocephalidae	Dana, 1852	Family	101408	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101408	Stegocephaloidea	1055698	accepted	101408	Stegocephalidae	Dana, 1852	Animalia	Arthropoda	Malacostraca	Amphipoda	Stegocephalidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Lysianassidira - [Superfamily] Stegocephaloidea - [Family] Stegocephalidae
Hyperiidae	Dana, 1852	Family	101417	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101417	Phronimoidea	155696	accepted	101417	Hyperiidae	Dana, 1852	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyperiidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Hyperiidea - [Infraorder] Physocephalata - [Parvorder] Physocephalatidira - [Superfamily] Phronimoidea - [Family] Hyperiidae
Caprella	Lamarck, 1801	Genus	101430	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101430	Caprellinae	430770	accepted	101430	Caprella	Lamarck, 1801	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Caprelloidea - [Family] Caprellidae - [Subfamily] Caprellinae - [Genus] Caprella
Ampelisca	Kr¯yer, 1842	Genus	101445	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101445	Ampeliscidae	101364	accepted	101445	Ampelisca	Kr¯yer, 1842	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Ampelisca	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae - [Genus] Ampelisca
Byblis	Boeck, 1871	Genus	101446	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101446	Ampeliscidae	101364	accepted	101446	Byblis	Boeck, 1871	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Byblis	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae - [Genus] Byblis
Haploops	Liljeborg, 1856	Genus	101447	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101447	Ampeliscidae	101364	accepted	101447	Haploops	Liljeborg, 1856	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Haploops	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae - [Genus] Haploops
Amphilochoides	G.O. Sars, 1892	Genus	101448	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101448	Amphilochidae	101365	accepted	101448	Amphilochoides	G.O. Sars, 1892	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae	Amphilochoides	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Amphilochidira - [Superfamily] Amphilochoidea - [Family] Amphilochidae - [Genus] Amphilochoides
Lembos	Spence Bate, 1857	Genus	101469	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101469	Aoridae	101368	accepted	101469	Lembos	Spence Bate, 1857	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Lembos	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Aoroidea - [Family] Aoridae - [Genus] Lembos
Microdeutopus	Costa, 1853	Genus	101471	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101471	Aoridae	101368	accepted	101471	Microdeutopus	Costa, 1853	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Microdeutopus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Aoroidea - [Family] Aoridae - [Genus] Microdeutopus
Corophium	Latreille, 1806	Genus	101489	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101489	Corophiini	431323	accepted	101489	Corophium	Latreille, 1806	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Corophium	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Corophioidea - [Family] Corophiidae - [Subfamily] Corophiinae - [Tribe] Corophiini - [Genus] Corophium
Apherusa	Walker, 1891	Genus	101509	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101509	Calliopiidae	146744	accepted	101509	Apherusa	Walker, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Apherusa	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Hadziida - [Parvorder] Hadziidira - [Superfamily] Calliopioidea - [Family] Calliopiidae - [Genus] Apherusa
Eusirus	Kr¯yer, 1845	Genus	101519	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101519	Eusiridae	101380	accepted	101519	Eusirus	Kr¯yer, 1845	Animalia	Arthropoda	Malacostraca	Amphipoda	Eusiridae	Eusirus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Eusiridira - [Superfamily] Eusiroidea - [Family] Eusiridae - [Genus] Eusirus
Gammarus	Fabricius, 1775	Genus	101537	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101537	Gammaridae	101383	accepted	101537	Gammarus	Fabricius, 1775	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Gammarida - [Parvorder] Gammaridira - [Superfamily] Gammaroidea - [Family] Gammaridae - [Genus] Gammarus
Photis	Kr¯yer, 1842	Genus	101563	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101563	Photidae	148558	accepted	101563	Photis	Kr¯yer, 1842	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Photis	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Photoidea - [Family] Photidae - [Genus] Photis
Ericthonius	H. Milne Edwards, 1830	Genus	101567	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101567	Ericthonini	1059260	accepted	101567	Ericthonius	H. Milne Edwards, 1830	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Ericthonius	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Photoidea - [Family] Ischyroceridae - [Subfamily] Ischyrocerinae - [Tribe] Ericthonini - [Genus] Ericthonius
Ischyrocerus	Kr¯yer, 1838	Genus	101569	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101569	Ischyrocerini	491676	accepted	101569	Ischyrocerus	Kr¯yer, 1838	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Ischyrocerus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Photoidea - [Family] Ischyroceridae - [Subfamily] Ischyrocerinae - [Tribe] Ischyrocerini - [Genus] Ischyrocerus
Jassa	Leach, 1814	Genus	101571	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101571	Ischyrocerini	491676	accepted	101571	Jassa	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Jassa	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Photoidea - [Family] Ischyroceridae - [Subfamily] Ischyrocerinae - [Tribe] Ischyrocerini - [Genus] Jassa
