scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Goneplacidae	MacLeay, 1838	Family	106757	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106757	Goneplacoidea	106698	accepted	106757	Goneplacidae	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda	Goneplacidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Goneplacoidea - [Family] Goneplacidae
Goneplax	Leach, 1814	Genus	106888	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106888	Goneplacidae	106757	accepted	106888	Goneplax	Leach, 1814	Animalia	Arthropoda	Malacostraca	Decapoda	Goneplacidae	Goneplax	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Goneplacoidea - [Family] Goneplacidae - [Genus] Goneplax
Majidae	Samouelle, 1819	Family	106760	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106760	Majoidea	106700	accepted	106760	Majidae	Samouelle, 1819	Animalia	Arthropoda	Malacostraca	Decapoda	Majidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Majoidea - [Family] Majidae
Majinae	Samouelle, 1819	Subfamily	148435	https://www.marinespecies.org/aphia.php?p=taxdetails&id=148435	Majidae	106760	accepted	148435	Majinae	Samouelle, 1819	Animalia	Arthropoda	Malacostraca	Decapoda	Majidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Majoidea - [Family] Majidae - [Subfamily] Majinae
Eurynome	Leach, 1814	Genus	106901	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106901	Majinae	148435	accepted	106901	Eurynome	Leach, 1814	Animalia	Arthropoda	Malacostraca	Decapoda	Majidae	Eurynome	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Majoidea - [Family] Majidae - [Subfamily] Majinae - [Genus] Eurynome
Geryonidae	Colosi, 1924	Family	106762	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106762	Portunoidea	106702	accepted	106762	Geryonidae	Colosi, 1924	Animalia	Arthropoda	Malacostraca	Decapoda	Geryonidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Geryonidae
Geryoninae	Colosi, 1924	Subfamily	877428	https://www.marinespecies.org/aphia.php?p=taxdetails&id=877428	Geryonidae	106762	accepted	877428	Geryoninae	Colosi, 1924	Animalia	Arthropoda	Malacostraca	Decapoda	Geryonidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Geryonidae - [Subfamily] Geryoninae
Geryon	Kr¯yer, 1837	Genus	106918	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106918	Geryoninae	877428	accepted	106918	Geryon	Kr¯yer, 1837	Animalia	Arthropoda	Malacostraca	Decapoda	Geryonidae	Geryon	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Geryonidae - [Subfamily] Geryoninae - [Genus] Geryon
Carcinidae	MacLeay, 1838	Family	557511	https://www.marinespecies.org/aphia.php?p=taxdetails&id=557511	Portunoidea	106702	accepted	557511	Carcinidae	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda	Carcinidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Carcinidae
Carcininae	MacLeay, 1838	Subfamily	148432	https://www.marinespecies.org/aphia.php?p=taxdetails&id=148432	Carcinidae	557511	accepted	148432	Carcininae	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda	Carcinidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Carcinidae - [Subfamily] Carcininae
Carcinus	Leach, 1814	Genus	106922	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106922	Carcininae	148432	accepted	106922	Carcinus	Leach, 1814	Animalia	Arthropoda	Malacostraca	Decapoda	Carcinidae	Carcinus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Carcinidae - [Subfamily] Carcininae - [Genus] Carcinus
Necora	Holthuis, 1987	Genus	106927	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106927	Polybiidae	557512	accepted	106927	Necora	Holthuis, 1987	Animalia	Arthropoda	Malacostraca	Decapoda	Polybiidae	Necora	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Portunoidea - [Family] Polybiidae - [Genus] Necora
Xanthoidea	MacLeay, 1838	Superfamily	106703	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106703	Heterotremata	106680	accepted	106703	Xanthoidea	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda			[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Xanthoidea
Xanthidae	MacLeay, 1838	Family	106769	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106769	Xanthoidea	106703	accepted	106769	Xanthidae	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda	Xanthidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Xanthoidea - [Family] Xanthidae
Xanthinae	MacLeay, 1838	Subfamily	390935	https://www.marinespecies.org/aphia.php?p=taxdetails&id=390935	Xanthidae	106769	accepted	390935	Xanthinae	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda	Xanthidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Xanthoidea - [Family] Xanthidae - [Subfamily] Xanthinae
Xantho	Leach, 1814	Genus	106957	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106957	Xanthinae	390935	accepted	106957	Xantho	Leach, 1814	Animalia	Arthropoda	Malacostraca	Decapoda	Xanthidae	Xantho	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Xanthoidea - [Family] Xanthidae - [Subfamily] Xanthinae - [Genus] Xantho
Thoracotremata	Guinot, 1977	Subsection	106682	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106682	Eubrachyura	106679	accepted	106682	Thoracotremata	Guinot, 1977	Animalia	Arthropoda	Malacostraca	Decapoda			[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Thoracotremata
Pinnotheroidea	De Haan, 1833	Superfamily	106708	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106708	Thoracotremata	106682	accepted	106708	Pinnotheroidea	De Haan, 1833	Animalia	Arthropoda	Malacostraca	Decapoda			[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Thoracotremata - [Superfamily] Pinnotheroidea
Pinnotheridae	De Haan, 1833	Family	106775	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106775	Pinnotheroidea	106708	accepted	106775	Pinnotheridae	De Haan, 1833	Animalia	Arthropoda	Malacostraca	Decapoda	Pinnotheridae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Thoracotremata - [Superfamily] Pinnotheroidea - [Family] Pinnotheridae
Pinnotherinae	De Haan, 1833	Subfamily	439165	https://www.marinespecies.org/aphia.php?p=taxdetails&id=439165	Pinnotheridae	106775	accepted	439165	Pinnotherinae	De Haan, 1833	Animalia	Arthropoda	Malacostraca	Decapoda	Pinnotheridae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Thoracotremata - [Superfamily] Pinnotheroidea - [Family] Pinnotheridae - [Subfamily] Pinnotherinae
Pinnotheres	Bosc, 1801	Genus	106976	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106976	Pinnotherinae	439165	accepted	106976	Pinnotheres	Bosc, 1801	Animalia	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	Pinnotheres	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Thoracotremata - [Superfamily] Pinnotheroidea - [Family] Pinnotheridae - [Subfamily] Pinnotherinae - [Genus] Pinnotheres
