scientific_name	author	rank	taxon_id	synonyms	Class	Order	Family	Genus	taxon_hierarchy	RecommendedGUID
Spondylosium pulchellum var. pulchellum		variety	6017675		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium pulchellum - Spondylosium pulchellum var. pulchellum	urn:lsid:dyntaxa.se:Taxon:6017675
Spondylosium pulchrum	(Bailey) W.Archer	species	262240		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium pulchrum	urn:lsid:dyntaxa.se:Taxon:262240
Spondylosium pygmaeum	Cooke	species	6017677		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium pygmaeum	urn:lsid:dyntaxa.se:Taxon:6017677
Spondylosium secedens	(de Bary) W.Archer	species	262246		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium secedens	urn:lsid:dyntaxa.se:Taxon:262246
Spondylosium secedens var. secedens		variety	6017676		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium secedens - Spondylosium secedens var. secedens	urn:lsid:dyntaxa.se:Taxon:6017676
Spondylosium secedens var. undulatum	Borge	variety	262247		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium secedens - Spondylosium secedens var. undulatum	urn:lsid:dyntaxa.se:Taxon:262247
Spondylosium tetragonum	West & G.S.West	species	262248		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Spondylosium - Spondylosium tetragonum	urn:lsid:dyntaxa.se:Taxon:262248
Staurastrum	Meyen ex Ralfs	genus	1010714		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum	urn:lsid:dyntaxa.se:Taxon:1010714
Staurastrum aculeatum	Menegh. ex Ralfs	species	6008735		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum aculeatum	urn:lsid:dyntaxa.se:Taxon:6008735
Staurastrum alternans	Bréb. ex Ralfs	species	256926		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum alternans	urn:lsid:dyntaxa.se:Taxon:256926
Staurastrum anatinum	Cooke & Wills	species	238686		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum	urn:lsid:dyntaxa.se:Taxon:238686
Staurastrum anatinum f. anatinum		form	6017690		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum f. anatinum	urn:lsid:dyntaxa.se:Taxon:6017690
Staurastrum anatinum f. denticulatum	(G.M. Sm.) Brook	form	256927		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum f. denticulatum	urn:lsid:dyntaxa.se:Taxon:256927
Staurastrum anatinum f. glabrum	Brook	form	6017691		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum f. glabrum	urn:lsid:dyntaxa.se:Taxon:6017691
Staurastrum anatinum var. anatinum		variety	6017692		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum var. anatinum	urn:lsid:dyntaxa.se:Taxon:6017692
Staurastrum anatinum var. denticulatum	G.M.Sm.	variety	6017693		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum var. denticulatum	urn:lsid:dyntaxa.se:Taxon:6017693
Staurastrum anatinum var. glabrum	Grönblad	variety	256928		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum var. glabrum	urn:lsid:dyntaxa.se:Taxon:256928
Staurastrum anatinum var. longibrachiatum	W.West & G.S.West	variety	6008736		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum anatinum - Staurastrum anatinum var. longibrachiatum	urn:lsid:dyntaxa.se:Taxon:6008736
Staurastrum arachne	Ralfs	species	256929		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum arachne	urn:lsid:dyntaxa.se:Taxon:256929
Staurastrum arachne var. arachne		variety	6017697		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum arachne - Staurastrum arachne var. arachne	urn:lsid:dyntaxa.se:Taxon:6017697
Staurastrum arachne var. curvatum	Ralfs	variety	256930		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum arachne - Staurastrum arachne var. curvatum	urn:lsid:dyntaxa.se:Taxon:256930
Staurastrum arctiscon	(Ehrenb.) P. Lundell	species	256931		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum arctiscon	urn:lsid:dyntaxa.se:Taxon:256931
Staurastrum arcuatum	Nordst.	species	256932		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum arcuatum	urn:lsid:dyntaxa.se:Taxon:256932
Staurastrum aversum	P.Lundell	species	6017698		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum aversum	urn:lsid:dyntaxa.se:Taxon:6017698
Staurastrum avicula	Bréb. ex Ralfs	species	256933		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum avicula	urn:lsid:dyntaxa.se:Taxon:256933
Staurastrum avicula var. avicula		variety	6017700		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum avicula - Staurastrum avicula var. avicula	urn:lsid:dyntaxa.se:Taxon:6017700
Staurastrum avicula var. lunatum	(Ralfs) Coesel & Meesters	variety	6017699		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum avicula - Staurastrum avicula var. lunatum	urn:lsid:dyntaxa.se:Taxon:6017699
Staurastrum bacillare	Bréb. ex Ralfs	species	6017701		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum bacillare	urn:lsid:dyntaxa.se:Taxon:6017701
Staurastrum bacillare var. bacillare		variety	6017703		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum bacillare - Staurastrum bacillare var. bacillare	urn:lsid:dyntaxa.se:Taxon:6017703
Staurastrum bacillare var. obesum	P.Lundell	variety	6017702		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum bacillare - Staurastrum bacillare var. obesum	urn:lsid:dyntaxa.se:Taxon:6017702
Staurastrum boreale	W. & G.S. West	species	256934		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum boreale	urn:lsid:dyntaxa.se:Taxon:256934
Staurastrum boreale var. boreale		variety	6017704		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum boreale - Staurastrum boreale var. boreale	urn:lsid:dyntaxa.se:Taxon:6017704
Staurastrum boreale var. planctonicum	Brook	variety	256935		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum boreale - Staurastrum boreale var. planctonicum	urn:lsid:dyntaxa.se:Taxon:256935
Staurastrum brachiatum	Ralfs	species	256936		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum brachiatum	urn:lsid:dyntaxa.se:Taxon:256936
Staurastrum brasiliense	Nordst.	species	6017706		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum brasiliense	urn:lsid:dyntaxa.se:Taxon:6017706
Staurastrum brasiliense f. brasiliense		form	6017708		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum brasiliense - Staurastrum brasiliense f. brasiliense	urn:lsid:dyntaxa.se:Taxon:6017708
Staurastrum brasiliense f. lundellii	"West & G.S.West, 1896"	form	6017707		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum brasiliense - Staurastrum brasiliense f. lundellii	urn:lsid:dyntaxa.se:Taxon:6017707
Staurastrum brevispina	Bréb.	species	6017709		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum brevispina	urn:lsid:dyntaxa.se:Taxon:6017709
Staurastrum bullardii	G.M. Sm.	species	256938		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum bullardii	urn:lsid:dyntaxa.se:Taxon:256938
Staurastrum cerastes	P.Lundell	species	6017710		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum cerastes	urn:lsid:dyntaxa.se:Taxon:6017710
Staurastrum chaetoceras	(Schröd.) G.M. Sm.	species	256939		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum chaetoceras	urn:lsid:dyntaxa.se:Taxon:256939
Staurastrum cingulum	(W. & G.S. West) G.M. Sm.	species	256940		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum cingulum	urn:lsid:dyntaxa.se:Taxon:256940
Staurastrum cingulum var. cingulum		variety	6017711		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum cingulum - Staurastrum cingulum var. cingulum	urn:lsid:dyntaxa.se:Taxon:6017711
Staurastrum cingulum var. obesum	G.M.Sm.	variety	257409		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum cingulum - Staurastrum cingulum var. obesum	urn:lsid:dyntaxa.se:Taxon:257409
Staurastrum clepsydra	Nordst.	species	6017712		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum clepsydra	urn:lsid:dyntaxa.se:Taxon:6017712
Staurastrum clevei	(Wittr.) J. Roy & Bisset	species	256943		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum clevei	urn:lsid:dyntaxa.se:Taxon:256943
Staurastrum conspicuum	West & G.S.West	species	6008737		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum conspicuum	urn:lsid:dyntaxa.se:Taxon:6008737
Staurastrum crenulatum	(Nägeli) Delponte	species	256944		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum crenulatum	urn:lsid:dyntaxa.se:Taxon:256944
Staurastrum curvatum	W.West	species	256945		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum curvatum	urn:lsid:dyntaxa.se:Taxon:256945
Staurastrum cyrtocerum	Bréb.	species	6017713		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum cyrtocerum	urn:lsid:dyntaxa.se:Taxon:6017713
Staurastrum danicum	Nygaard	species	256948		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum danicum	urn:lsid:dyntaxa.se:Taxon:256948
Staurastrum disputatum	West & G.S.West	species	6017714		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum disputatum	urn:lsid:dyntaxa.se:Taxon:6017714
Staurastrum erasum	Bréb.	species	263327		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum erasum	urn:lsid:dyntaxa.se:Taxon:263327
Staurastrum floriferum	W. & G.S. West	species	256949		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum floriferum	urn:lsid:dyntaxa.se:Taxon:256949
Staurastrum forficulatum	P.Lundell	species	6008738		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum forficulatum	urn:lsid:dyntaxa.se:Taxon:6008738
Staurastrum furcigerum	(Bréb.) W. Archer	species	256950		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum furcigerum	urn:lsid:dyntaxa.se:Taxon:256950
Staurastrum gladiosum	W.B. Turner	species	256952		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum gladiosum	urn:lsid:dyntaxa.se:Taxon:256952
Staurastrum gracile	Ralfs ex Ralfs	species	238687		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum gracile	urn:lsid:dyntaxa.se:Taxon:238687
Staurastrum grande	Bulnh.	species	256953		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum grande	urn:lsid:dyntaxa.se:Taxon:256953
Staurastrum hexacerum	Wittr.	species	6017720		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum hexacerum	urn:lsid:dyntaxa.se:Taxon:6017720
Staurastrum inconspicuum	Nordst.	species	256954		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum inconspicuum	urn:lsid:dyntaxa.se:Taxon:256954
Staurastrum johnsonii	W. & G.S. West	species	256955		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum johnsonii	urn:lsid:dyntaxa.se:Taxon:256955
Staurastrum johnsonii var. johnsonii		variety	6017727		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum johnsonii - Staurastrum johnsonii var. johnsonii	urn:lsid:dyntaxa.se:Taxon:6017727
Staurastrum johnsonii var. perpendiculatum	Grönblad	variety	256956		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum johnsonii - Staurastrum johnsonii var. perpendiculatum	urn:lsid:dyntaxa.se:Taxon:256956
Staurastrum kebnekaisense	Thomasson	species	6008739		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum kebnekaisense	urn:lsid:dyntaxa.se:Taxon:6008739
Staurastrum lapponicum	(Schmidle) Grönblad	species	256957		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum lapponicum	urn:lsid:dyntaxa.se:Taxon:256957
Staurastrum leptocladum	Nordst.	species	256958		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum leptocladum	urn:lsid:dyntaxa.se:Taxon:256958
Staurastrum limneticum	Schmidle	species	256959		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum limneticum	urn:lsid:dyntaxa.se:Taxon:256959
Staurastrum longipes	(Nordst.) Teiling	species	256960		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum longipes	urn:lsid:dyntaxa.se:Taxon:256960
Staurastrum longipes var. contractum	Teiling	variety	256961		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum longipes - Staurastrum longipes var. contractum	urn:lsid:dyntaxa.se:Taxon:256961
Staurastrum longipes var. longipes		variety	6017728		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum longipes - Staurastrum longipes var. longipes	urn:lsid:dyntaxa.se:Taxon:6017728
Staurastrum longiradiatum	W.West & G.S.West	species	263329		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum longiradiatum	urn:lsid:dyntaxa.se:Taxon:263329
Staurastrum longispinum	(J.W. Bailey) W. Archer	species	256962		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum longispinum	urn:lsid:dyntaxa.se:Taxon:256962
Staurastrum luetkemuelleri	Donat & Ruttner ex Ruttner	species	256963		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum luetkemuelleri	urn:lsid:dyntaxa.se:Taxon:256963
Staurastrum lunatum	Ralfs	species	256964		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum lunatum	urn:lsid:dyntaxa.se:Taxon:256964
Staurastrum lunatum var. lunatum		variety	6017729		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum lunatum - Staurastrum lunatum var. lunatum	urn:lsid:dyntaxa.se:Taxon:6017729
Staurastrum lunatum var. planctonicum	W. & G.S. West	variety	256965		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum lunatum - Staurastrum lunatum var. planctonicum	urn:lsid:dyntaxa.se:Taxon:256965
Staurastrum maamense	W.Archer	species	6017721		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum maamense	urn:lsid:dyntaxa.se:Taxon:6017721
Staurastrum manfeldtii	Delponte	species	256966		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum manfeldtii	urn:lsid:dyntaxa.se:Taxon:256966
Staurastrum margaritaceum	Menegh. ex Ralfs	species	6008740		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum margaritaceum	urn:lsid:dyntaxa.se:Taxon:6008740
Staurastrum micron	W. & G.S. West	species	256967		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum micron	urn:lsid:dyntaxa.se:Taxon:256967
Staurastrum mucronatum	Ralfs ex Ralfs	species	256968		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum mucronatum	urn:lsid:dyntaxa.se:Taxon:256968
Staurastrum muticum	Bréb. ex Ralfs	species	6017722		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum muticum	urn:lsid:dyntaxa.se:Taxon:6017722
Staurastrum nygaardii	Coesel & Meesters	species	6017723		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum nygaardii	urn:lsid:dyntaxa.se:Taxon:6017723
Staurastrum ophiura	P. Lundell	species	256969		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum ophiura	urn:lsid:dyntaxa.se:Taxon:256969
Staurastrum orbiculare	Menegh. ex Ralfs	species	6017724		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum orbiculare	urn:lsid:dyntaxa.se:Taxon:6017724
Staurastrum orbiculare var. depressum	J.Roy & Bisset	variety	6017726		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	Plantae - Viridiplantae - Streptophyta - Charophyta - Conjugatophyceae - Desmidiales - Desmidiaceae - Staurastrum - Staurastrum orbiculare - Staurastrum orbiculare var. depressum	urn:lsid:dyntaxa.se:Taxon:6017726
